지점,지점명,일시,평균기온(°C),최고기온(°C),최저기온(°C),월합강수량(00~24h만)(mm),합계 일조시간(hr)
262,고흥,2017-12,1.6,13.7,-10.6,11,191.6
262,고흥,2018-01,-.1,12.9,-12.6,26.8,181.4
262,고흥,2018-02,1.5,15.2,-11.5,35.1,175.6
262,고흥,2018-03,8.5,22.7,-2.1,195.9,205
262,고흥,2018-04,13.5,27,1,128.8,209.3
262,고흥,2018-05,17.8,27.8,7.2,106.6,177.9
262,고흥,2018-06,21.4,32,12.6,268.9,208.7
262,고흥,2018-07,26.4,35.7,19.7,107.7,242.5
262,고흥,2018-08,27.4,35.6,18.6,109.2,202.7
262,고흥,2018-09,21,30,8.1,235,143
262,고흥,2018-10,14,24.7,3.3,174.7,219.7
262,고흥,2018-11,8.7,20.9,-2.5,38.4,181.6
262,고흥,2018-12,3.4,17.3,-7.9,31.7,159.1
262,고흥,2019-01,2.1,11.9,-7.1,12.8,201
262,고흥,2019-02,3.7,15.6,-7.5,40.6,164.3
262,고흥,2019-03,8.2,20.3,-2.9,71.7,220.5
262,고흥,2019-04,12.1,23.3,-1.9,75.1,175.9
262,고흥,2019-05,17.7,29.4,4,140.6,260.4
262,고흥,2019-06,20.8,31.4,11.6,266.7,176.9
262,고흥,2019-07,24.1,32.1,16.8,356.9,137.8
262,고흥,2019-08,25.9,35.4,16.8,89.7,180.8
262,고흥,2019-09,21.9,29.7,12.2,292.2,114.7
262,고흥,2019-10,16.1,26.7,3.1,281.4,203.4
262,고흥,2019-11,9.9,22.8,-2.8,23.7,183.9
262,고흥,2019-12,3.8,15.5,-7,25.1,167.7
262,고흥,2020-01,4,17.8,-6.6,79,142.3
262,고흥,2020-02,4.5,17.9,-8.3,44.5,178.4
262,고흥,2020-03,7.9,22.1,-5.6,45.1,234.1
262,고흥,2020-04,10.3,21.7,-2.4,80.2,259
262,고흥,2020-05,16.9,26.2,6.7,151.1,197.2
262,고흥,2020-06,22,30.8,9.8,304.9,195.7
262,고흥,2020-07,22.6,31.6,16.5,334.2,67.2
262,고흥,2020-08,27,34.2,21.4,181.8,182
262,고흥,2020-09,20.7,30,10.4,256,164.1
262,고흥,2020-10,15,26.5,3.2,24.9,226.7
262,고흥,2020-11,10,22.2,-2.7,9.1,165.4
262,고흥,2020-12,2,13.6,-8.8,9.4,189.2
262,고흥,2021-01,1.4,15.9,-14.1,19.8,184
262,고흥,2021-02,5.2,21.9,-5.4,35.5,178.3
262,고흥,2021-03,9.6,22.2,-2.1,128.8,221.5
262,고흥,2021-04,13.4,24.4,1.2,71.8,232.9
262,고흥,2021-05,17.3,27.7,4,112.9,216.6
262,고흥,2021-06,21.7,30.1,12.3,80.9,205.8
262,고흥,2021-07,25.8,33.1,17.2,450.8,192.7
262,고흥,2021-08,25.7,34.6,18.9,275.6,181.4
262,고흥,2021-09,22.1,29.7,13.4,96.3,114.2
263,의령군,2014-01,-.6,15.2,-12.8,7,225.4
263,의령군,2014-02,2.7,21.6,-10,15,140.2
263,의령군,2014-03,7.3,23,-8.5,103.9,196.4
263,의령군,2014-04,12.1,26.7,-1.6,109,197.2
263,의령군,2014-05,17.6,34.1,1.7,56.2,278.1
263,의령군,2014-06,20.8,30.6,13.7,84.2,129.3
263,의령군,2014-07,23.9,35,15.6,146,136.3
263,의령군,2014-08,22.9,32,13.6,584.1,82
263,의령군,2014-09,19.8,31.6,10,95.2,157
263,의령군,2014-10,13.3,25.6,1.2,106.5,188.2
263,의령군,2014-11,7.1,19,-5.1,60.8,163.6
263,의령군,2014-12,-.6,12.1,-9.9,12.5,196.4
263,의령군,2015-01,-.1,11,-11.9,21.1,182.7
263,의령군,2015-02,1.6,16.1,-12.4,26,178.8
263,의령군,2015-03,7.3,24.6,-6.7,67.3,247.3
263,의령군,2015-04,12.9,29.9,1.4,177.1,157
263,의령군,2015-05,18.8,34.8,3.2,77.6,246.7
263,의령군,2015-06,20.5,31,9.2,74.6,143.4
263,의령군,2015-07,23.3,33.7,14.2,204.1,130.3
263,의령군,2015-08,23.9,34.7,17.1,123.5,163.6
263,의령군,2015-09,18.8,28.7,9,116.6,171.8
263,의령군,2015-10,13.1,25.8,-2,45.5,229.5
263,의령군,2015-11,10.3,22.6,-1.4,100.7,100.5
263,의령군,2015-12,3.9,15.3,-8.6,43.1,155.1
263,의령군,2016-01,-.6,16.4,-13.9,32.2,176.3
263,의령군,2016-02,2.8,16.3,-9.3,44.2,206.8
263,의령군,2016-03,8,22,-8.8,112.2,202
263,의령군,2016-04,13.1,25.4,2.5,225.2,185.7
263,의령군,2016-05,17.6,31.4,4.2,104.3,231
263,의령군,2016-06,21.5,30.6,9.2,70.6,147.8
263,의령군,2016-07,25.2,35.1,18.2,153,163.4
263,의령군,2016-08,25.8,37,14,74.9,237
263,의령군,2016-09,20.4,30.2,10.2,413.7,89.8
263,의령군,2016-10,15.1,27.9,3,148.6,99.6
263,의령군,2016-11,7.8,21.6,-4.1,20.6,156.9
263,의령군,2016-12,2.9,19.5,-8.7,74.5,176.4
263,의령군,2017-01,.7,15.4,-11.9,5,200.7
263,의령군,2017-02,2.8,16,-9.3,31.8,217.8
263,의령군,2017-03,7.1,20.7,-6.1,37.9,220.9
263,의령군,2017-04,14.6,28.9,-.5,84.4,215.9
263,의령군,2017-05,19.4,36,5.9,58.8,254.7
263,의령군,2017-06,22.4,35.1,11.6,68.1,227.6
263,의령군,2017-07,27.4,37.3,17.4,196.3,134.9
263,의령군,2017-08,26.1,37.6,13.9,197.1,197
263,의령군,2017-09,20.2,30.2,7,103.5,180.5
263,의령군,2017-10,15.7,29.5,-1.1,80.8,145.9
263,의령군,2017-11,7.1,23.2,-6.1,0,215.9
263,의령군,2017-12,-.1,14.3,-12.2,13.1,214
263,의령군,2018-01,-1.2,15,-14.4,27.7,201.4
263,의령군,2018-02,1.1,16.3,-13.7,28.5,203.3
263,의령군,2018-03,8.7,24.8,-2.9,151.5,203.6
263,의령군,2018-04,14,29.8,-1.2,116.5,221.6
263,의령군,2018-05,18.7,31,5.6,87.9,179.3
263,의령군,2018-06,22.8,34.8,12.2,168.5,181.6
263,의령군,2018-07,27.4,38.7,18.2,148.5,222.1
263,의령군,2018-08,27,37.8,16.3,440.5,198
263,의령군,2018-09,20.6,30.5,9.8,143.8,124
263,의령군,2018-10,13,26.7,1.6,198.3,211.8
263,의령군,2018-11,7.4,21.3,-3.2,25.4,163.4
263,의령군,2018-12,2,17.3,-11,24.5,164.8
263,의령군,2019-01,.7,12.7,-10.2,12.6,216.5
263,의령군,2019-02,3.6,16.3,-7.6,40.5,194.4
263,의령군,2019-03,8.6,21.8,-4.2,37.6,233.4
263,의령군,2019-04,12.8,26.9,-3.5,92,175.5
263,의령군,2019-05,18.9,32.6,4.5,82,271.7
263,의령군,2019-06,22.1,33.8,11.8,188.7,192.5
263,의령군,2019-07,25.2,34.5,16.9,179,147.7
263,의령군,2019-08,26.4,36.1,15.8,57.7,185.1
263,의령군,2019-09,21.9,31.8,10.9,266.5,120.1
263,의령군,2019-10,15.9,28.8,1.9,263.5,186.4
263,의령군,2019-11,9.1,23.3,-3.7,20.2,173.5
263,의령군,2019-12,2.8,17.3,-9.1,32.5,191.8
263,의령군,2020-01,3.2,18.1,-8.8,100,152.1
263,의령군,2020-02,4.7,19.7,-8.5,38.1,212.9
263,의령군,2020-03,9.1,23.6,-4.9,33,241.9
263,의령군,2020-04,11.8,25.8,-1.5,51.3,256.8
263,의령군,2020-05,18.7,29.4,5.2,63.5,196.5
263,의령군,2020-06,24,34.9,12.4,180.2,207.4
263,의령군,2020-07,23.3,32.5,17.5,559.5,77.6
263,의령군,2020-08,27.7,36.5,22.2,346.6,153.7
263,의령군,2020-09,20.7,30.1,10,317.8,130.4
263,의령군,2020-10,14.3,27,1.6,23.5,241.6
263,의령군,2020-11,8.9,24.3,-4.3,24.8,187.9
263,의령군,2020-12,.7,13.9,-11.3,9.2,202.7
263,의령군,2021-01,.6,17.4,-16.3,14.7,195
263,의령군,2021-02,4.9,24.6,-8.9,25.1,200.3
263,의령군,2021-03,10.1,25,-3.1,132.2,209.4
263,의령군,2021-04,14,28,0,64,221.7
263,의령군,2021-05,18.3,30.5,3.2,102.7,182.6
263,의령군,2021-06,23.1,33.4,11.3,73,178.3
263,의령군,2021-07,26.9,35.8,19.4,389.9,185.1
263,의령군,2021-08,26.3,38.3,20,207.1,146
263,의령군,2021-09,21.8,30.8,13.8,94.3,105.3
264,함양군,2014-01,.1,14.8,-12.3,7.5,199.2
264,함양군,2014-02,2.4,20.4,-8.1,9.6,143.5
264,함양군,2014-03,7.4,24.6,-6.8,94.9,202.6
264,함양군,2014-04,12.9,26.4,-2.8,127.2,201.3
264,함양군,2014-05,17.8,35.1,2.2,29,294.5
264,함양군,2014-06,21.4,31,13.2,65,151.3
264,함양군,2014-07,25,36.6,16.3,189.8,143.9
264,함양군,2014-08,23.3,32.4,14.6,459.8,100.8
264,함양군,2014-09,19.6,30.9,9.6,111.2,164.6
264,함양군,2014-10,13.1,26,.2,115.1,184.8
264,함양군,2014-11,7.8,20.1,-4.6,81.8,152
264,함양군,2014-12,-.1,11.2,-10.2,14.2,159.3
264,함양군,2015-01,.5,12.5,-10.8,23.4,172.7
264,함양군,2015-02,1.8,11.6,-10.7,16.7,161.3
264,함양군,2015-03,6.3,23.6,-8.3,49.9,238
264,함양군,2015-04,12.6,29.2,.2,147.5,151.1
264,함양군,2015-05,18.2,33.1,1.6,54,267.9
264,함양군,2015-06,20.9,30.8,9.1,103.3,137.1
264,함양군,2015-07,24.6,36.6,12.5,175.2,150.3
264,함양군,2015-08,25.1,37.1,16.3,120.8,159.6
264,함양군,2015-09,19.5,31.4,9,46.1,174.6
264,함양군,2015-10,13.5,26.9,-1.3,89.6,226.2
264,함양군,2015-11,9.7,23.3,-1.4,110.9,79.7
264,함양군,2015-12,3.2,14.6,-7.9,48,134.3
264,함양군,2016-01,.2,17.3,-11.7,25.1,155.2
264,함양군,2016-02,2.2,15.8,-9.9,34.4,176.7
264,함양군,2016-03,7.8,24.2,-7.3,59.8,217
264,함양군,2016-04,14.3,27.1,1.8,168.2,191.1
264,함양군,2016-05,18.1,31.1,4.7,70.1,256.5
264,함양군,2016-06,21.8,31.6,9.9,74,159.3
264,함양군,2016-07,25.6,35.4,17.9,211,175.9
264,함양군,2016-08,26.1,37.3,14,53.2,227.1
264,함양군,2016-09,20.8,31.4,9.4,226.6,99.1
264,함양군,2016-10,15.5,29.1,2.6,175.1,100.3
264,함양군,2016-11,7.7,21.8,-5,8.5,147.5
264,함양군,2016-12,2.9,17,-8.7,22,155.2
264,함양군,2017-01,.6,14.7,-12.3,4.1,188.7
264,함양군,2017-02,2.3,16.3,-8.3,30.3,203
264,함양군,2017-03,6.4,21.8,-5.2,23,214.9
264,함양군,2017-04,13.7,29.3,-.2,30.3,230.5
264,함양군,2017-05,18.1,33,5.4,25.8,259.9
264,함양군,2017-06,21.9,35,8.1,28,235.3
264,함양군,2017-07,26.2,35.2,18.2,161.4,132
264,함양군,2017-08,25.2,36.3,11.7,131.8,184.2
264,함양군,2017-09,19.2,29.6,4.6,97.9,186
264,함양군,2017-10,14.1,29.3,-2.9,61.2,116.5
264,함양군,2017-11,6.5,22.3,-5.4,1.9,182.2
264,함양군,2017-12,-.2,13.2,-14,18.9,171
264,함양군,2018-01,-1.6,10.8,-16,23.5,181.9
264,함양군,2018-02,0,15.2,-14.3,35.8,190.9
264,함양군,2018-03,8,24.8,-6,125,215.1
264,함양군,2018-04,13.3,30.9,-.9,145.8,222.5
264,함양군,2018-05,18,31.3,5.2,105,193.7
264,함양군,2018-06,22.5,36.7,11.8,161.5,202.4
264,함양군,2018-07,26.5,37.8,16.3,202.1,218.8
264,함양군,2018-08,26.2,36.2,14.9,416.2,187.2
264,함양군,2018-09,19.4,29.9,5.7,140.7,137.2
264,함양군,2018-10,11.9,24.8,1.3,263,201.7
264,함양군,2018-11,6.6,21.9,-4.4,28.1,165.5
264,함양군,2018-12,1.6,17.3,-12.5,20,163.6
264,함양군,2019-01,.7,14,-11,16,210.5
264,함양군,2019-02,2.7,15.5,-8.4,35.7,182.8
264,함양군,2019-03,7.6,22.5,-4.2,41.9,222.1
264,함양군,2019-04,12.2,27.5,-4.3,110.7,180.5
264,함양군,2019-05,18,31.9,1.6,78,295.5
264,함양군,2019-06,21.4,33.3,9.9,137,215.3
264,함양군,2019-07,24.2,34,15.6,334.3,140.2
264,함양군,2019-08,25.4,35.1,14.7,87.9,186
264,함양군,2019-09,21.3,31.8,11.2,348.9,121.3
264,함양군,2019-10,14.7,28.4,.5,233.7,179.1
264,함양군,2019-11,8.1,23.9,-6.2,13.1,162.5
264,함양군,2019-12,2.2,15.6,-10.1,27.4,176.5
264,함양군,2020-01,2.8,15.6,-8.8,95.6,143.8
264,함양군,2020-02,3.8,20.2,-10.4,45.3,188.4
264,함양군,2020-03,8,24.5,-6.4,31,235.2
264,함양군,2020-04,10.4,26.6,-3.6,60.1,229.7
264,함양군,2020-05,18,29.7,3.6,62.7,235.1
264,함양군,2020-06,23.1,34.2,10,171.5,202.6
264,함양군,2020-07,22.6,31.5,15,605.8,74.3
264,함양군,2020-08,26.4,36.3,20.2,618,159.8
264,함양군,2020-09,19.3,29.6,8.6,177.5,130.7
264,함양군,2020-10,13.1,26.8,.4,12.8,218.5
264,함양군,2020-11,7.9,24.1,-4.2,26.2,173.7
264,함양군,2020-12,.8,13.6,-8.5,4.1,185
264,함양군,2021-01,-.5,15.2,-15.9,24.7,170.2
264,함양군,2021-02,3.9,23,-7.9,27.9,185.6
264,함양군,2021-03,9,23.7,-5,68.3,200.8
264,함양군,2021-04,13.3,27.1,-.9,37.2,225.9
264,함양군,2021-05,16.8,30.5,1.3,108.3,185.5
264,함양군,2021-06,22.1,33,9.9,112.7,177.1
264,함양군,2021-07,25.8,35.4,18.2,196.1,176.5
264,함양군,2021-08,24.9,36.2,18.4,229.7,121.3
264,함양군,2021-09,21.1,30.6,11.7,105.5,116.7
266,광양시,2014-01,3.6,15,-6.5,12.2,223
266,광양시,2014-02,5.4,19.2,-6.4,16.5,163.4
266,광양시,2014-03,9.6,23.8,-1.7,136.5,213.4
266,광양시,2014-04,14.9,27.1,4.4,67,207.3
266,광양시,2014-05,19.5,32.2,7.7,139.8,294.7
266,광양시,2014-06,22.1,30.4,15.4,142.4,155.7
266,광양시,2014-07,25.1,36.7,18.3,218.6,142.9
266,광양시,2014-08,25,33.4,18.3,481.9,124.4
266,광양시,2014-09,22.4,30.8,16.2,108.5,183.5
266,광양시,2014-10,17.2,25.8,8.4,100.5,226.1
266,광양시,2014-11,11.5,20.1,2.3,69.5,183.5
266,광양시,2014-12,2.5,13.2,-6.3,9.9,206.8
266,광양시,2015-01,3.2,13.9,-5.7,27.7,204.3
266,광양시,2015-02,4.1,13,-7.8,30,192.8
266,광양시,2015-03,9.1,23.8,-4.4,65,248.8
266,광양시,2015-04,14.1,28.8,5.8,227.6,172.9
266,광양시,2015-05,20.1,33.8,7.6,164.6,278
266,광양시,2015-06,22.3,31.1,13.7,85.7,163.5
266,광양시,2015-07,25.4,35.3,17.9,173.5,204.3
266,광양시,2015-08,26.9,37.1,19.1,109,192.9
266,광양시,2015-09,22.5,30.8,15.5,147.5,208.3
266,광양시,2015-10,17.9,28.4,5,47.8,255.4
266,광양시,2015-11,12.9,23.8,.3,94.1,122
266,광양시,2015-12,6.5,14.3,-3.4,33.1,162.1
266,광양시,2016-01,2.2,15.8,-9.9,38.5,183.8
266,광양시,2016-02,4.1,16,-5,73,206.7
266,광양시,2016-03,9.4,21.9,-4.9,101.9,212
266,광양시,2016-04,15.2,26.2,7.8,249.5,189.9
266,광양시,2016-05,19.6,31.8,10.6,132,234.6
266,광양시,2016-06,22.7,31.9,15.9,123,136.4
266,광양시,2016-07,26.1,35.2,20,187.6,199.5
266,광양시,2016-08,27.9,37.8,16.8,50,267.6
266,광양시,2016-09,22.8,30.8,16.3,268.2,120
266,광양시,2016-10,17.8,28.5,7.3,182.7,117.4
266,광양시,2016-11,10.7,20.5,-.2,86.1,177.5
266,광양시,2016-12,5.9,18.4,-4.3,114.9,186.2
266,광양시,2017-01,3.1,15.2,-7.6,10.9,214
266,광양시,2017-02,4.2,15.9,-5,38,216.6
266,광양시,2017-03,8.4,19.9,-1.9,22.5,231.6
266,광양시,2017-04,15.6,27.7,5,73.1,235
266,광양시,2017-05,19.9,35.3,11.4,45.7,279.5
266,광양시,2017-06,22.5,32.8,15,62.1,231.2
266,광양시,2017-07,27,35.4,21.7,72.7,136.1
266,광양시,2017-08,26.8,37,16.7,227,212.9
266,광양시,2017-09,22.1,29.3,12.4,118,190.4
266,광양시,2017-10,17.2,29.3,4.6,143,171.5
266,광양시,2017-11,9.6,21.1,-1.1,.2,208.4
266,광양시,2017-12,2.4,13,-6.4,11.2,222.1
266,광양시,2018-01,.7,14.6,-11.3,26,206.8
266,광양시,2018-02,2.7,16,-9.8,27.1,192.6
266,광양시,2018-03,9.6,23.6,-2.4,169,208.8
266,광양시,2018-04,14.5,27.1,1.2,109.7,217.2
266,광양시,2018-05,18.7,28.6,6.9,160.6,190.3
266,광양시,2018-06,22.7,34.7,15.3,268,211.1
266,광양시,2018-07,27.8,37.3,18.9,135.5,233.1
266,광양시,2018-08,27.9,37.6,21,277.3,191.3
266,광양시,2018-09,21.6,30.1,11.6,220.6,139.4
266,광양시,2018-10,15.4,26,6.5,232.5,215.3
266,광양시,2018-11,11.4,20.7,2.1,34.6,187.2
266,광양시,2018-12,4.7,16.9,-6.5,34.1,181.1
266,광양시,2019-01,3.4,13.2,-5.6,11.9,226.8
266,광양시,2019-02,5.5,17.4,-3.3,42.4,184
266,광양시,2019-03,9.9,22,.2,50.2,229
266,광양시,2019-04,13.6,25.3,1.6,80.1,192.8
266,광양시,2019-05,19.9,31.5,9.3,152.4,289.5
266,광양시,2019-06,21.8,32.2,13.9,255.8,202.5
266,광양시,2019-07,24.9,33.1,18.5,276,157.5
266,광양시,2019-08,26.9,34.8,19.2,96.1,200.2
266,광양시,2019-09,22.9,31,14.5,355.7,123.4
266,광양시,2019-10,17.9,28,7.7,192.6,216
266,광양시,2019-11,12.1,23.4,1.4,30.1,180.5
266,광양시,2019-12,5.7,17.4,-4.1,22.8,180.1
266,광양시,2020-01,5.4,16.7,-5.4,78.2,157.8
266,광양시,2020-02,6.3,18.6,-6,41.4,199.8
266,광양시,2020-03,10,22.5,-.5,41.2,248.7
266,광양시,2020-04,12.6,24,3.3,54,276.3
266,광양시,2020-05,18.7,29.3,11.1,176.9,205.9
266,광양시,2020-06,23.2,32.8,14.5,353,212.3
266,광양시,2020-07,22.9,31.7,18,483.1,74.7
266,광양시,2020-08,27.5,35.7,23.1,336.5,171
266,광양시,2020-09,21.7,30.9,13.4,199.8,158.2
266,광양시,2020-10,16.6,27.3,7.5,33.9,219.4
266,광양시,2020-11,11.5,23.4,.8,11,170.3
266,광양시,2020-12,3.7,14.5,-7.3,12,200.4
266,광양시,2021-01,2.5,16.2,-11.8,17.7,183.7
266,광양시,2021-02,6.2,23.3,-6.1,27.1,188.3
266,광양시,2021-03,11.3,23.4,1.7,136.7,227.3
266,광양시,2021-04,14.9,26,4.8,78.6,239.3
266,광양시,2021-05,18.4,29.1,7.8,80.1,196.2
266,광양시,2021-06,22.8,31.6,14,98.8,208.8
266,광양시,2021-07,26.7,34.8,19.9,379.1,210.8
266,광양시,2021-08,26.3,36.5,20.2,354.3,176.7
266,광양시,2021-09,22.6,30.2,16.8,146.6,116.4
268,진도군,2014-05,,29.3,9.1,132.5,171.9
268,진도군,2014-06,21.1,28,15,84.6,156.7
268,진도군,2014-07,24.2,33.2,18.8,128.3,134.3
268,진도군,2014-08,23.8,30.5,17.9,324.5,95.2
268,진도군,2014-09,21.4,27.9,13.3,79.5,178.3
268,진도군,2014-10,16.3,26.1,4.4,98.2,216
268,진도군,2014-11,11,19.3,.1,91.1,150.9
268,진도군,2014-12,3.2,12.1,-5.5,69.6,121.7
268,진도군,2015-01,3.2,15.2,-4.9,42.8,148.6
268,진도군,2015-02,3.8,13,-4.9,40.4,137
268,진도군,2015-03,7.1,21.5,-3.3,35.4,219.7
268,진도군,2015-04,12.3,24.2,2,265.4,168
268,진도군,2015-05,17.2,28.2,5.2,138.9,267.4
268,진도군,2015-06,20.6,30.7,11.3,120.7,140.1
268,진도군,2015-07,24.1,32,14.3,176.6,154.3
268,진도군,2015-08,24.8,33.4,16.9,182.7,189.7
268,진도군,2015-09,20.8,28.9,13.2,101.8,215.9
268,진도군,2015-10,16.2,25.2,6.1,53.2,230
268,진도군,2015-11,12.1,22.5,.9,102.6,86
268,진도군,2015-12,6.7,16.7,-2.9,70.1,112.6
268,진도군,2016-01,2.3,13.9,-8.6,58.6,105.4
268,진도군,2016-02,3.9,17.9,-5,56.9,164.7
268,진도군,2016-03,7.4,20.1,-4.8,98.1,212.9
268,진도군,2016-04,13.3,24.1,4.1,235.2,188.7
268,진도군,2016-05,17.5,28.4,7.1,158.4,221.2
268,진도군,2016-06,21.4,28.1,11.1,163.1,138.5
268,진도군,2016-07,25.6,33,19.4,277.4,202.9
268,진도군,2016-08,26.7,35.2,17.4,25.5,291.4
268,진도군,2016-09,22.3,30.2,14,202.3,140.5
268,진도군,2016-10,17.6,28.6,4.4,154.2,97.8
268,진도군,2016-11,10.1,20.3,-.8,79,148.2
268,진도군,2016-12,5.8,19.3,-4.3,60.4,135
268,진도군,2017-01,3.2,13.9,-6,16.4,155.2
268,진도군,2017-02,3.2,14.5,-6.1,27.3,177
268,진도군,2017-03,6.3,17.3,-4.1,24.5,215.9
268,진도군,2017-04,13.3,25.4,-.7,48,243.8
268,진도군,2017-05,17.4,29.8,6.2,14.5,258.1
268,진도군,2017-06,21,29.6,10.9,28.2,207.3
268,진도군,2017-07,26.8,34.5,19.8,113.2,47.3
268,진도군,2017-08,26.5,34.8,18.5,261.6,180.6
268,진도군,2017-09,21.6,29,10.8,107.3,187.6
268,진도군,2017-10,16.6,27.3,5.1,104.5,166.2
268,진도군,2017-11,9.1,20.9,-.6,2.9,173.9
268,진도군,2017-12,3.1,13.6,-5,39.2,125.6
268,진도군,2018-01,.9,11.9,-9.5,55.2,117.1
268,진도군,2018-02,1.9,15.1,-8.3,35.5,160.5
268,진도군,2018-03,8.4,20.9,-3,126.5,148.4
268,진도군,2018-04,13.5,25.6,.3,171,210
268,진도군,2018-05,17.7,27,6.9,105,159.8
268,진도군,2018-06,21.4,30.3,12.3,202.6,206.9
268,진도군,2018-07,26.8,34.6,19.3,52.6,261.5
268,진도군,2018-08,27.7,35.5,20.9,355.7,237.9
268,진도군,2018-09,21.6,28.9,11.8,185.1,159.6
268,진도군,2018-10,14.9,25.1,4.4,222.7,221.8
268,진도군,2018-11,9.8,18.7,-.3,39,194.5
268,진도군,2018-12,4.5,18.8,-4.7,38.6,124.7
268,진도군,2019-01,3,10.2,-5.3,16.6,174
268,진도군,2019-02,3.8,15.3,-4.2,33,140.8
268,진도군,2019-03,7.8,19,-1.9,43,204.7
268,진도군,2019-04,12,24.8,-1.1,65.8,173.1
268,진도군,2019-05,17.1,29.4,4.2,178.5,272.9
268,진도군,2019-06,20.4,27.7,10.9,240.5,216.5
268,진도군,2019-07,24.1,31.1,17.7,244.5,129.6
268,진도군,2019-08,25.9,33.3,17.2,145.8,208.5
268,진도군,2019-09,22.3,29.6,11.7,294.1,147.3
268,진도군,2019-10,16.8,26,4.8,232,194.8
268,진도군,2019-11,11.4,21.8,-1.8,13.9,169.4
268,진도군,2019-12,5.4,16.2,-4,31.1,124.1
268,진도군,2020-01,5.3,18.2,-4.9,69,102.9
268,진도군,2020-02,5.4,16.8,-5,27.5,142.5
268,진도군,2020-03,8.3,19.3,-3.1,26.7,221.7
268,진도군,2020-04,10.5,21.1,0,61.5,262.3
268,진도군,2020-05,17,24.7,7.6,212.9,178.4
268,진도군,2020-06,21.8,30.7,10.6,324.3,185.5
268,진도군,2020-07,22.8,30.8,16.6,320.2,61.4
268,진도군,2020-08,27.4,33,20.9,100.3,165.1
268,진도군,2020-09,21.4,31.3,12.7,309.1,148.7
268,진도군,2020-10,15.6,26.2,5.1,24.9,200.2
268,진도군,2020-11,11.4,23.6,1.6,17.3,139.8
268,진도군,2020-12,3.5,13.8,-6.3,21.8,137.6
268,진도군,2021-01,2.7,16.3,-13.7,43.9,131.1
268,진도군,2021-02,5.6,21.4,-4.4,44.1,152.5
268,진도군,2021-03,9.6,21.8,-1.1,142.3,207
268,진도군,2021-04,13.7,24.5,2,75.5,226.7
268,진도군,2021-05,17.4,27.7,4.9,144.7,216.7
268,진도군,2021-06,,30.3,12.9,147.8,220.8
268,진도군,2021-07,26.2,33.3,18.3,551.9,169.3
268,진도군,2021-08,25.7,33.2,18.8,188.2,165.7
268,진도군,2021-09,22.7,29.3,14.4,124.7,116.2
271,봉화,2014-01,-4,9.4,-17.1,3.3,185.6
271,봉화,2014-02,-1.2,15.6,-14.1,2.4,142.1
271,봉화,2014-03,4.2,22.4,-11.4,40.9,182.3
271,봉화,2014-04,10.4,24.6,-2.8,51,193.4
271,봉화,2014-05,15.6,32.9,-.4,79.1,271.3
271,봉화,2014-06,19.6,31.9,10.3,106.8,127.4
271,봉화,2014-07,22.9,34,12,81,145.7
271,봉화,2014-08,21.4,31.9,9.6,324.7,97.8
271,봉화,2014-09,17.8,29.8,5.6,136.4,171.6
271,봉화,2014-10,11.1,23.7,-2.1,127.5,182.5
271,봉화,2014-11,4.8,17.8,-7.8,29.3,148.1
271,봉화,2014-12,-4.2,9.4,-17.7,9.3,183.8
271,봉화,2015-01,-2.9,9.9,-16.3,13.6,178.5
271,봉화,2015-02,-1.4,11,-17.1,12.3,171.2
271,봉화,2015-03,3.5,20.8,-11.6,29.6,256.1
271,봉화,2015-04,9.7,26.1,-2.2,66,159.8
271,봉화,2015-05,16.1,31,.3,32,273.5
271,봉화,2015-06,19.5,32.3,5.2,92.9,187.2
271,봉화,2015-07,22.2,33.5,10.7,85.1,137.3
271,봉화,2015-08,22.2,35.5,12.1,99.5,164
271,봉화,2015-09,17,28.7,5.2,17.9,172.4
271,봉화,2015-10,10.9,25.8,-7.1,53.7,207.4
271,봉화,2015-11,7.2,19.2,-6.4,66.6,78.6
271,봉화,2015-12,.1,12.5,-12.8,20,146.9
271,봉화,2016-01,-4.3,11,-18.7,3.5,196.1
271,봉화,2016-02,-1.6,17.7,-17.1,48.8,191.5
271,봉화,2016-03,4.2,18.8,-11.6,38.4,195.5
271,봉화,2016-04,11.3,27.1,-2.3,124.5,202.1
271,봉화,2016-05,16.3,29.5,2.8,56.2,269.7
271,봉화,2016-06,20.7,30.6,5.4,46,173
271,봉화,2016-07,23.2,32.4,15.4,416.5,136.6
271,봉화,2016-08,23.7,35,12,61.8,207.7
271,봉화,2016-09,19.1,29,6.4,97.9,82.6
271,봉화,2016-10,13,25.9,-.6,74.9,142.7
271,봉화,2016-11,4.5,17.7,-8.9,23.5,162.2
271,봉화,2016-12,0,14.4,-12.4,52.8,228.8
271,봉화,2017-01,-3.2,10.8,-17.9,4.9,179
271,봉화,2017-02,-.9,13.5,-13.1,23.5,208
271,봉화,2017-03,3.7,18.9,-8.1,21.6,202.2
271,봉화,2017-04,11.4,28.7,-2.2,90.5,218.9
271,봉화,2017-05,17,32,2.8,18.3,249.6
271,봉화,2017-06,19.7,33.6,6,37.1,228.4
271,봉화,2017-07,24.3,33.8,12.4,255.3,122.8
271,봉화,2017-08,22.8,34.6,11.2,201.5,123.4
271,봉화,2017-09,17.3,28.6,3.2,65.5,193.9
271,봉화,2017-10,12.5,26.9,-5.1,57,134.2
271,봉화,2017-11,3.1,18.9,-9.4,7,187.5
