지점,지점명,일시,평균기온(°C),최고기온(°C),최저기온(°C),월합강수량(00~24h만)(mm),합계 일조시간(hr)
216,태백,2014-11,5,17.1,-7,29.1,145.1
216,태백,2014-12,-4.6,7.9,-16.5,4.5,179.9
216,태백,2015-01,-3.1,9.9,-14.2,15.8,154.5
216,태백,2015-02,-1.7,9.5,-15.8,9.1,176
216,태백,2015-03,3.6,19.7,-11.7,23.6,263.7
216,태백,2015-04,9.3,25,-1.5,69.3,166.6
216,태백,2015-05,16.9,30.8,3.5,29,202.9
216,태백,2015-06,18.4,30,6.7,135.2,179.8
216,태백,2015-07,20.9,32.1,10.7,167.6,132.7
216,태백,2015-08,21.3,33.1,12,168.5,152.8
216,태백,2015-09,15.7,25.4,6,39.1,150.3
216,태백,2015-10,11.2,23.6,-4.2,48.5,214.2
216,태백,2015-11,5.4,21.1,-7.3,159.2,61.8
216,태백,2015-12,-.6,10.4,-10,17.9,133.9
216,태백,2016-01,-5.3,10.3,-20.4,8.9,168.1
216,태백,2016-02,-2.5,16.7,-15.4,28.9,171.2
216,태백,2016-03,3.5,18.3,-13.9,35.2,176
216,태백,2016-04,10.4,24.1,0,116.6,188.5
216,태백,2016-05,16,28.4,2.1,60,276.4
216,태백,2016-06,19.3,29.1,6.2,41.8,191.5
216,태백,2016-07,22,31.2,14.7,439.2,127.8
216,태백,2016-08,22,34.6,10.8,106.1,172.5
216,태백,2016-09,16.8,27.3,8.4,149.2,75.8
216,태백,2016-10,11.3,22.6,-1,82.9,119.4
216,태백,2016-11,4.1,16.4,-8.5,10.2,132.7
216,태백,2016-12,-.4,13.4,-13.7,62.4,150.2
216,태백,2017-01,-4.4,7,-16.3,6.7,177
216,태백,2017-02,-2.2,10.4,-13.7,12.7,181.2
216,태백,2017-03,1.7,15.4,-8.7,10.2,181.9
216,태백,2017-04,10.4,25.2,-1.4,73.5,217.2
216,태백,2017-05,15.8,30.8,3.8,14.4,250.1
216,태백,2017-06,17.5,31.5,5.3,122.1,206.5
216,태백,2017-07,23,33.1,12.2,313.6,144.2
216,태백,2017-08,20.6,32.4,9.3,254.2,111.7
216,태백,2017-09,15.7,27.1,6.1,65.7,200
216,태백,2017-10,10.6,24.1,-3.1,41.1,111.2
216,태백,2017-11,3.5,18.9,-8.6,14.7,171.3
216,태백,2017-12,-4.2,6.4,-15.1,4.9,180.7
216,태백,2018-01,-6.1,6.4,-20.1,7.7,167.4
216,태백,2018-02,-4.4,8,-18.9,30.2,183.9
216,태백,2018-03,4.3,20.5,-12.7,100.6,182.7
216,태백,2018-04,10.1,28.4,-2.9,128.9,212.3
216,태백,2018-05,14.6,31,1.9,138.1,198
216,태백,2018-06,19.2,31.6,9.1,58.1,179.8
216,태백,2018-07,23.5,35.7,11.7,251.8,189.8
216,태백,2018-08,23.2,35.5,14.7,270,142.8
216,태백,2018-09,15.9,25.7,4.7,180.8,118
216,태백,2018-10,9,21.8,-2.4,239.1,181
216,태백,2018-11,4.7,19.4,-7.2,60.8,141.4
216,태백,2018-12,-2.6,13.3,-16.3,23.2,167.5
216,태백,2019-01,-3.4,7.9,-14.6,4.1,186.2
216,태백,2019-02,-.9,11.2,-11.7,15.1,166
216,태백,2019-03,3.7,16.8,-7.6,41,206.2
216,태백,2019-04,8.1,23.1,-4.5,61,191
216,태백,2019-05,16.3,31.3,-1.3,24.2,281.6
216,태백,2019-06,17.9,31.4,7.3,132.6,215.1
216,태백,2019-07,21.6,31.3,13.7,215.1,133.6
216,태백,2019-08,22.5,33,12.8,197.5,175.7
216,태백,2019-09,17.6,29.2,6,256.9,125.7
216,태백,2019-10,11.5,23.7,-1.1,152.8,118.4
216,태백,2019-11,4.8,18.4,-6.5,67,140.1
216,태백,2019-12,-.7,12.2,-12.6,2.5,163
216,태백,2020-01,-1.3,12.2,-11.2,79.4,120.2
216,태백,2020-02,-.6,13.8,-17.1,36.1,160.6
216,태백,2020-03,4.2,21.5,-8,24.8,212.6
216,태백,2020-04,6.7,23.3,-5.5,46.4,222
216,태백,2020-05,14.8,27.5,2.1,102.4,223.8
216,태백,2020-06,20.6,34.9,10.2,85.5,207.8
216,태백,2020-07,18.9,29.1,10.9,329.3,122.6
216,태백,2020-08,23.3,32.8,15.3,293.5,122
216,태백,2020-09,15.8,27.3,5,494.4,120
216,태백,2020-10,9.8,21.1,-.9,1.5,177.4
216,태백,2020-11,5.6,18.7,-5.6,33,162.3
216,태백,2020-12,-2.6,8.7,-14.9,3.8,170.8
216,태백,2021-01,-4.4,8.8,-18.6,5.6,155
216,태백,2021-02,.6,16.8,-14.8,2,170.8
216,태백,2021-03,5.3,18.8,-10.3,99.3,181.8
216,태백,2021-04,9.3,23.6,-3.1,112,199.2
216,태백,2021-05,13.5,26.6,3.3,154.5,188.1
216,태백,2021-06,17.9,28.3,9.7,88.1,142.3
216,태백,2021-07,22.2,32.2,14.7,147,159.2
216,태백,2021-08,20.4,32.5,14.1,324,70.3
216,태백,2021-09,16.6,27.6,8.4,161.8,107.4
217,정선군,2014-01,-2.4,9.6,-14.3,9,145.9
217,정선군,2014-02,-.4,14.9,-11.9,26,139.6
217,정선군,2014-03,5.4,23.5,-8.9,34.8,178
217,정선군,2014-04,11.9,26.2,-.3,28.4,194.1
217,정선군,2014-05,17,34.6,3,44.9,265.1
217,정선군,2014-06,20.5,33.9,12.5,34.5,197.6
217,정선군,2014-07,23.8,34.3,15.9,206.9,
217,정선군,2014-08,21.8,33,13.1,236.5,61.5
217,정선군,2014-09,18.7,30.5,10.1,127,153.7
217,정선군,2014-10,11.8,24.1,-.3,108.8,153.7
217,정선군,2014-11,5.6,16.8,-5,21.9,124.2
217,정선군,2014-12,-4.2,9.2,-16.5,15,152.1
217,정선군,2015-01,-2.6,6.6,-14.4,14.8,146.2
217,정선군,2015-02,-.4,12.4,-14.3,16,145.2
217,정선군,2015-03,4.9,22.3,-9.1,25.7,228.4
217,정선군,2015-04,10.9,27.8,.2,74.4,161.7
217,정선군,2015-05,17.8,32.5,3.4,29.4,269.4
217,정선군,2015-06,20.9,33.8,8.7,72.2,216.2
217,정선군,2015-07,23.3,34.9,14.9,145.1,154.5
217,정선군,2015-08,23.6,36.3,14.5,123.7,182.8
217,정선군,2015-09,18.4,29.2,10,17.8,160.3
217,정선군,2015-10,12.5,26.5,-3.3,45,194.8
217,정선군,2015-11,7.6,19.8,-4.6,134,63.6
217,정선군,2015-12,.3,10.4,-11.8,26.5,113.6
217,정선군,2016-01,-3.9,10.2,-18.3,1,159.5
217,정선군,2016-02,-1.2,13.7,-14.1,66,165.5
217,정선군,2016-03,5,20.7,-13.5,30.6,182.9
217,정선군,2016-04,12.6,27.1,1.1,93.5,198
217,정선군,2016-05,17.4,31,5.6,61.6,259.8
217,정선군,2016-06,21.6,32.7,8.3,52.7,218.4
217,정선군,2016-07,23.8,34.5,17,457.8,141.1
217,정선군,2016-08,24.5,35.9,12.2,121,199.2
217,정선군,2016-09,19.5,29.3,10.2,106.8,97.8
217,정선군,2016-10,13.4,27,1.1,102.3,116.4
217,정선군,2016-11,5,17.4,-7.5,12.5,127.4
217,정선군,2016-12,.2,13.4,-11.6,68.4,120.1
217,정선군,2017-01,-3.1,9.8,-17.2,15.8,166.3
217,정선군,2017-02,-1.1,12.1,-12.7,25.5,186.7
217,정선군,2017-03,3.8,18.5,-6.3,23.6,182.7
217,정선군,2017-04,12.4,28.6,-.3,74,221.4
217,정선군,2017-05,17.8,32.7,5.8,30.5,253
217,정선군,2017-06,20.2,34.7,8.3,72.9,223.2
217,정선군,2017-07,24.6,33.8,18.2,385.8,124.9
217,정선군,2017-08,23,35.5,12.7,248,123
217,정선군,2017-09,18.1,29.1,6.9,27.7,140.6
217,정선군,2017-10,13.1,26,-2.4,28,110.5
217,정선군,2017-11,3.8,18.9,-8.2,27.6,143.5
217,정선군,2017-12,-3.4,7.8,-15,13.1,159.1
217,정선군,2018-01,-5.2,9.3,-20.1,8,159.7
217,정선군,2018-02,-3.3,11.1,-18.7,26.5,169.6
217,정선군,2018-03,5.9,22.7,-7.9,67.5,178.8
217,정선군,2018-04,11.4,30,-1.6,141,207.9
217,정선군,2018-05,16.1,31.4,4.1,165.6,179.2
217,정선군,2018-06,20.9,33.8,10.3,98.2,192.3
217,정선군,2018-07,24.9,37.7,14,269.2,178.2
217,정선군,2018-08,25.3,39.6,15.8,261.8,132.6
217,정선군,2018-09,17.9,28.4,8.3,163.6,102.9
217,정선군,2018-10,10.1,23.7,-.9,123.6,118.2
217,정선군,2018-11,5.1,19.2,-5.2,66,120.9
217,정선군,2018-12,-2.3,12.6,-15,29.9,149.3
217,정선군,2019-01,-3,9.2,-13.8,.8,177.4
217,정선군,2019-02,0,13.3,-10.7,30,171.5
217,정선군,2019-03,4.9,18,-4.4,57,167.5
217,정선군,2019-04,9.9,26.8,-4.5,59,168.5
217,정선군,2019-05,17.2,33.8,.7,18.5,223.1
217,정선군,2019-06,19.9,32.6,8.4,88.2,158.5
217,정선군,2019-07,23.1,34.1,14.6,128.5,75.8
217,정선군,2019-08,24.3,35.6,15.9,90.2,127.1
217,정선군,2019-09,19.5,31.5,11,190.6,112.6
217,정선군,2019-10,13.3,26.1,1.6,71,113.1
217,정선군,2019-11,5.7,20.7,-6,57.5,133.7
217,정선군,2019-12,-.7,11.2,-12,7.6,125.1
217,정선군,2020-01,-.5,12.4,-10.7,91,133.4
217,정선군,2020-02,.9,15.9,-13.3,62.1,159.5
217,정선군,2020-03,6.1,23.5,-6.5,24.1,205.4
217,정선군,2020-04,8.8,24.9,-3.3,34.5,220.5
217,정선군,2020-05,16.5,29.1,5.8,107.5,193.8
217,정선군,2020-06,22.3,36,10.8,56.4,205.5
217,정선군,2020-07,21.8,32.2,15.2,225.7,125.3
217,정선군,2020-08,24.5,34.1,19,466.6,108.3
217,정선군,2020-09,18.1,28.7,8.2,182.7,115.4
217,정선군,2020-10,11.2,25.1,-1.3,8,166.8
217,정선군,2020-11,5.9,21.2,-5.7,38,155
217,정선군,2020-12,-3.1,9.9,-17.8,8.8,139.6
217,정선군,2021-01,-4.3,11.8,-18.9,14.5,134.6
217,정선군,2021-02,1.1,19.2,-12.9,9.2,155.8
217,정선군,2021-03,7,22.8,-6.9,115.8,161.8
217,정선군,2021-04,11.6,29.4,-1.4,109.2,179.3
217,정선군,2021-05,14.9,30.4,3.3,161.9,148
217,정선군,2021-06,20.6,32.7,11,89,147.2
217,정선군,2021-07,25.2,35.2,17.2,157.1,185.8
217,정선군,2021-08,23.1,34.3,17.1,196.2,87.7
217,정선군,2021-09,19.5,30.5,13.2,177.1,107.9
221,제천,2014-01,-3.6,9.6,-15.6,10.5,171
221,제천,2014-02,-.4,14.9,-12.6,23.6,156.7
221,제천,2014-03,5.2,23.2,-9.4,44.5,188.7
221,제천,2014-04,11.6,25.7,-2.5,49.5,193.9
221,제천,2014-05,16.9,33.7,1,41.4,275.1
221,제천,2014-06,21,31.7,12.5,62.1,136.1
221,제천,2014-07,24,33.7,15.1,111.4,147
221,제천,2014-08,22.4,33.1,13.6,246.2,103.8
221,제천,2014-09,18.5,30.1,6.8,131,177
221,제천,2014-10,11.3,25.1,-1.8,150.6,217.8
221,제천,2014-11,5.1,16.2,-7.2,24,157
221,제천,2014-12,-5.4,8.4,-20.5,18.8,182.1
221,제천,2015-01,-3.3,7.5,-16.5,17.5,178
221,제천,2015-02,-1.1,11.3,-17.1,32.2,154.1
221,제천,2015-03,4.1,22.3,-10.9,31.7,260.1
221,제천,2015-04,10.9,26.7,-1.3,83.5,177.2
221,제천,2015-05,17.2,30.9,1.5,31.5,272.8
221,제천,2015-06,21.4,33.5,8.5,75.4,222.8
221,제천,2015-07,23.4,33.3,11.4,225.1,143.8
221,제천,2015-08,23.8,36,13,63.8,188.4
221,제천,2015-09,18.1,29.3,7.6,36.6,207.7
221,제천,2015-10,11.8,26.4,-5.8,68.1,223
221,제천,2015-11,7.4,18.5,-5.7,110.6,67.2
221,제천,2015-12,-.3,11.8,-14.4,27.4,147.6
221,제천,2016-01,-5,9.7,-20.7,4.5,181.8
221,제천,2016-02,-1.7,13.8,-16.3,68.7,189
221,제천,2016-03,4.5,19.8,-15.5,21.5,198.4
221,제천,2016-04,12.6,29.3,-1.6,117.1,210.5
221,제천,2016-05,17.3,30.7,4.3,82.4,271.7
221,제천,2016-06,21.9,32.2,8.9,42.1,203
221,제천,2016-07,24.1,33.1,16.9,419.7,132.5
221,제천,2016-08,25.3,35.4,11,113.8,209.9
221,제천,2016-09,20,30.4,6.9,47.3,113.6
221,제천,2016-10,13.2,27.1,-1.7,109.6,134.1
221,제천,2016-11,4.5,20.5,-9.6,22.1,150.5
221,제천,2016-12,-.8,13.9,-14,59.1,140.1
221,제천,2017-01,-4,12.2,-18.9,10.2,189.9
221,제천,2017-02,-1.9,12,-15,29.5,207.9
221,제천,2017-03,3.8,18.6,-9.7,24.3,207.2
221,제천,2017-04,12.1,27.9,-2.6,70.8,240.4
221,제천,2017-05,17.4,30.2,3.1,12.5,267.9
221,제천,2017-06,20.8,33.8,7.9,69.6,248.5
221,제천,2017-07,24.9,33,17.9,464.8,103.3
221,제천,2017-08,23.6,36.2,11.6,265.1,142.1
221,제천,2017-09,17.9,28.9,4.5,43.3,181.2
221,제천,2017-10,12.9,27.2,-5.1,22.5,172.5
221,제천,2017-11,3,19.5,-10.4,34.1,174.7
221,제천,2017-12,-4.6,7.5,-17.9,24,184
221,제천,2018-01,-6,8.1,-21.3,6.9,190.4
221,제천,2018-02,-4,10.7,-19.9,23.8,197.7
221,제천,2018-03,5.7,21.7,-8.9,61.7,205
221,제천,2018-04,11.4,29.7,-1.8,112.9,218.1
221,제천,2018-05,16.4,30.4,2.9,172.5,204.6
221,제천,2018-06,21.4,32.8,11.2,138.5,216.7
221,제천,2018-07,25.8,37.5,13.3,161.5,240.9
221,제천,2018-08,25.9,39.4,15.2,350.3,174.3
221,제천,2018-09,18,28.3,4.9,185.5,152.8
221,제천,2018-10,9.7,24.5,-2.8,105.4,188.7
221,제천,2018-11,4.4,19.1,-7.7,60.3,160.3
221,제천,2018-12,-3.1,13.4,-17.2,30,188
221,제천,2019-01,-4.3,8,-16.1,1,226.8
221,제천,2019-02,-.6,13,-14.6,28.5,189.3
221,제천,2019-03,4.7,18.7,-7.6,49.5,187.6
221,제천,2019-04,10.1,28.6,-6,58.1,186.4
221,제천,2019-05,17.4,33.7,1,26.1,284.2
221,제천,2019-06,20.7,33.1,8,90,208.2
221,제천,2019-07,23.8,34.3,13.6,158.6,129.3
221,제천,2019-08,24.8,36.5,13.4,99.1,183.6
221,제천,2019-09,20,30.7,9.1,164.5,113.5
221,제천,2019-10,13.2,27.9,-.6,66.9,172.7
221,제천,2019-11,5,20.9,-7.5,81,173.4
221,제천,2019-12,-1.2,12.3,-13.1,19.7,152.7
221,제천,2020-01,-.6,11.3,-10.5,68.1,154.6
221,제천,2020-02,.8,14.9,-14.4,57.4,180.6
221,제천,2020-03,6,22.5,-7.7,14.4,230.7
221,제천,2020-04,9.1,24.6,-4.5,28.9,250.7
221,제천,2020-05,16.7,28.5,5.2,130.1,193.2
221,제천,2020-06,22.3,33.9,10.8,78.6,204
221,제천,2020-07,22.2,31.2,15.1,317.5,118.7
221,제천,2020-08,24.8,33.4,18.9,685.8,93.6
221,제천,2020-09,18.1,28.3,7.2,134.1,131.9
221,제천,2020-10,10.6,23.5,-3,12.4,214.3
221,제천,2020-11,5.4,20.5,-8,13.4,183.9
221,제천,2020-12,-3.9,10,-20.3,11.1,196.1
221,제천,2021-01,-4.6,12.3,-20.7,18.2,190.3
221,제천,2021-02,.7,20.5,-12.6,12.2,199.1
221,제천,2021-03,6.8,22,-4.7,100.1,204.2
221,제천,2021-04,11.8,27.7,-1.4,104,209.8
221,제천,2021-05,14.9,29.8,1.4,157.8,185.1
221,제천,2021-06,21,31.4,9.9,81.6,188.4
221,제천,2021-07,25.1,34,17.7,223.1,210.4
221,제천,2021-08,23.1,33.5,15.7,174.9,118.1
221,제천,2021-09,19.6,28.4,11.4,209.2,158.4
226,보은,2014-01,-2.1,11.4,-13.8,8,169.6
226,보은,2014-02,.9,15.5,-11.8,5.5,133.4
226,보은,2014-03,6.3,25.5,-8.4,72.2,199.7
226,보은,2014-04,12.4,26.4,-3,46.7,213.1
226,보은,2014-05,17.6,34.2,2.1,53,282.6
226,보은,2014-06,21.6,31,13.9,103.4,158.8
226,보은,2014-07,24.3,33.1,17,164.7,137.2
226,보은,2014-08,22.7,31.7,13.7,288.7,105.2
226,보은,2014-09,19.2,30.1,7.6,106.7,176.8
226,보은,2014-10,12.4,25.3,-1,171.3,205
226,보은,2014-11,6.4,17.7,-5.9,43.2,142.8
226,보은,2014-12,-3.6,8.8,-15,25.8,138
226,보은,2015-01,-1.8,8.9,-13.7,25.1,141.4
226,보은,2015-02,.4,11.8,-13.4,31.8,143.7
226,보은,2015-03,5.2,23,-9.2,45,250.7
226,보은,2015-04,11.6,27.2,-.2,92.1,163
226,보은,2015-05,17.5,31.3,1.9,31.8,275.7
226,보은,2015-06,21.7,32.5,8.9,73.4,200.3
226,보은,2015-07,23.8,34,12.9,156.7,142.8
226,보은,2015-08,24.2,35.2,15.9,85.2,180.2
226,보은,2015-09,18.8,29.4,8.5,38.8,200
226,보은,2015-10,12.6,25.9,-4.1,84.5,218
226,보은,2015-11,8.6,20.3,-3.3,109.8,60.4
226,보은,2015-12,1.4,13.5,-11.2,42.8,121.6
226,보은,2016-01,-3.1,13.8,-18.2,9.7,152.8
226,보은,2016-02,-.2,16.7,-13.3,39.8,163.7
226,보은,2016-03,5.8,21.4,-11.7,45.5,218.6
226,보은,2016-04,13.3,27.6,.5,149.2,198
226,보은,2016-05,18.1,30.3,5.6,88.5,262.9
226,보은,2016-06,22.3,32.3,9.9,48.8,187.5
226,보은,2016-07,24.8,33.5,17.4,494.9,145.2
226,보은,2016-08,26,35.6,13.1,53,238.6
226,보은,2016-09,20.5,30.7,8.6,149.4,118.7
226,보은,2016-10,14.1,27.7,-1.8,135.7,118.4
226,보은,2016-11,5.3,21.7,-7.2,33.5,146.5
226,보은,2016-12,.7,13.9,-12.4,43.6,126.8
226,보은,2017-01,-2.5,13.2,-16.9,16.4,164.9
226,보은,2017-02,-.4,15.1,-12.7,47,194.9
226,보은,2017-03,5,19.5,-6.8,16.9,224.2
226,보은,2017-04,12.8,28.2,-2.1,61,240.7
226,보은,2017-05,17.6,31.8,5.5,28,268.2
226,보은,2017-06,21.7,34.2,8.4,87.6,241.3
226,보은,2017-07,25.5,33.9,17.8,572,111.2
226,보은,2017-08,24.5,35.8,14.6,315.8,169.8
226,보은,2017-09,18.9,28.9,5.5,108.6,196.2
226,보은,2017-10,13.4,26.8,-3.7,28.5,155.5
226,보은,2017-11,4.3,20.8,-7.7,13.4,166.3
226,보은,2017-12,-2.3,10.2,-14.7,27.6,152.4
226,보은,2018-01,-4.3,9.4,-19.7,25,156.6
226,보은,2018-02,-2.4,13.7,-18,28.5,188.3
226,보은,2018-03,7.1,24.1,-7.8,93.5,187
226,보은,2018-04,12.5,30.3,-2.2,139.2,216.4
226,보은,2018-05,17.6,31.1,3.8,103.9,200.1
226,보은,2018-06,21.9,33.5,11.8,75.3,206.1
226,보은,2018-07,26.3,37.3,15,224.9,232.2
226,보은,2018-08,26.9,38.2,15,386,196.2
226,보은,2018-09,19.2,29.2,6.3,134.7,171.9
226,보은,2018-10,10.7,25.5,-2.1,108.3,187.2
226,보은,2018-11,5.7,20.8,-6.2,52.2,152.2
226,보은,2018-12,-1.5,14.9,-15.7,38,163.3
226,보은,2019-01,-2.2,9.4,-13.1,.9,179.9
226,보은,2019-02,.5,14.2,-11.7,39.8,172.7
226,보은,2019-03,6,21.1,-6.2,29,188.9
226,보은,2019-04,11.2,28.3,-5,100.8,178.4
226,보은,2019-05,17.7,33.1,1.7,42.8,284.3
226,보은,2019-06,21,33,8.9,73.9,203.2
226,보은,2019-07,24.5,33.9,14.3,226.1,140.1
226,보은,2019-08,25.5,35.8,14.8,132.7,193.1
226,보은,2019-09,20.9,31.8,10.1,186.2,119.5
226,보은,2019-10,13.9,28.2,.4,100.6,168.1
226,보은,2019-11,6.6,21.5,-5.8,86.2,157.4
226,보은,2019-12,.3,13.7,-11,27.2,141.2
226,보은,2020-01,1,12.1,-9.9,71.8,123.1
226,보은,2020-02,1.8,14.8,-12.7,80.8,173.5
226,보은,2020-03,6.4,22.2,-7.1,23.6,223.2
226,보은,2020-04,9.5,25.5,-4.7,35.9,261.3
226,보은,2020-05,17.3,29,5.5,89.1,214
226,보은,2020-06,22.5,33,11.5,171.2,189.2
226,보은,2020-07,22.3,30.2,16.5,500.8,87
226,보은,2020-08,25.4,33.5,19.6,587.8,120.7
226,보은,2020-09,18.7,28.6,8.7,162.2,152.1
226,보은,2020-10,11.3,23.9,-1.1,3,197.9
226,보은,2020-11,6.5,21.6,-5.5,37,158.6
226,보은,2020-12,-2,11.6,-17.3,5.6,159.3
226,보은,2021-01,-3.1,12.8,-20.3,19.8,152.1
226,보은,2021-02,1.8,21.9,-12.3,14.1,185.1
226,보은,2021-03,7.7,23.2,-3.8,93,188.3
226,보은,2021-04,12.7,28.8,-.5,52.5,208
226,보은,2021-05,15.7,29.8,2.3,154.5,186.9
226,보은,2021-06,21.3,31.3,10,76.8,194.8
226,보은,2021-07,25.4,34.2,17.9,163.9,220.8
226,보은,2021-08,23.8,33.9,17.2,275.8,122.3
226,보은,2021-09,20.2,29,12.6,162.2,135.6
232,천안,2014-01,-.8,10.3,-11.4,4.9,184.5
232,천안,2014-02,1.8,15.1,-8.3,15.1,157.9
232,천안,2014-03,7.4,25.8,-6.9,40.9,224.4
232,천안,2014-04,13.4,27,-1.8,62.1,222.2
232,천안,2014-05,18.8,33.9,4.5,34.6,300.6
232,천안,2014-06,22.8,31,15.4,73.9,209
232,천안,2014-07,25.4,34.6,17.7,239,182.9
232,천안,2014-08,24,32.9,18.1,218.7,153.1
232,천안,2014-09,20.8,31.9,10.9,144,220.3
232,천안,2014-10,14,27.5,.1,119.5,244.2
232,천안,2014-11,7.7,18.8,-4.1,28.9,175.1
232,천안,2014-12,-2.1,9.4,-14.5,38.9,129.1
232,천안,2015-01,-.8,9.8,-11.2,12.7,108.9
232,천안,2015-02,1.1,12.3,-12.8,21.5,149.7
232,천안,2015-03,5.7,22.7,-7.1,23.3,258.1
232,천안,2015-04,12.7,26.6,1.3,87.6,176.4
232,천안,2015-05,18.4,31.5,4.6,27.5,276.7
232,천안,2015-06,22.6,34.2,12.4,86,202.6
232,천안,2015-07,24.9,33.2,13.9,136.8,137.7
232,천안,2015-08,25.3,36.3,17.2,64.2,190.6
232,천안,2015-09,20.5,30.4,10.6,29,213.9
232,천안,2015-10,14.5,25.6,-1.5,69,219.1
232,천안,2015-11,9.3,21.5,-3.8,128.6,69.5
232,천안,2015-12,2.3,12.9,-9.2,41.8,121.5
232,천안,2016-01,-2.3,12.9,-18.6,8,151
232,천안,2016-02,.7,18.4,-11.7,43.6,174.5
232,천안,2016-03,6.4,22.2,-10.4,16.5,227.2
232,천안,2016-04,13.6,28.7,1,118.3,201.9
232,천안,2016-05,18.2,30.4,5.6,107.2,258.4
232,천안,2016-06,22.3,31.1,11.7,36.2,210.8
232,천안,2016-07,25,33.3,18.2,364.3,162.4
232,천안,2016-08,26,35.1,14.9,82,233.1
232,천안,2016-09,21,30.4,9.9,55,156.3
232,천안,2016-10,14.5,27.5,-2.3,95.9,136.3
232,천안,2016-11,5.9,21.2,-6.7,33.5,166.6
232,천안,2016-12,1.1,14,-12,44.3,145.3
232,천안,2017-01,-1.9,12.4,-15.9,13.9,182.2
232,천안,2017-02,-.1,13.3,-11.1,32.2,201.7
232,천안,2017-03,5.6,18.6,-6.8,6.5,234.4
232,천안,2017-04,13.1,27.6,-1,42.9,242.9
232,천안,2017-05,17.7,31,5.5,14.3,275.6
232,천안,2017-06,21.5,33.6,9.1,15.6,251.9
232,천안,2017-07,25.5,33,19.4,788.1,119.6
232,천안,2017-08,24.4,35.2,14.6,291.5,176.8
232,천안,2017-09,19.4,28.3,6.8,43.3,219.1
232,천안,2017-10,13.6,26.6,-3.2,14.1,193.6
232,천안,2017-11,4.7,19.3,-7.1,23.8,192.2
232,천안,2017-12,-1.8,14.6,-15.1,18.8,183.1
232,천안,2018-01,-4.2,8.2,-20.6,14,166.2
232,천안,2018-02,-2,13,-19,31.6,187.2
232,천안,2018-03,7.4,24.1,-7.8,62.2,192.5
232,천안,2018-04,12.4,29.1,-2.2,117,209.2
232,천안,2018-05,17.5,29.6,5.2,82.7,207.3
232,천안,2018-06,21.9,32.6,11.5,88.9,219.3
232,천안,2018-07,26.3,35.9,16.5,185.8,252.7
232,천안,2018-08,27.2,37.8,17,282.7,215.8
232,천안,2018-09,19.3,28.8,7.4,124.6,194.7
232,천안,2018-10,11.1,24.3,-1.4,99.8,203.5
232,천안,2018-11,6.2,19.3,-5.5,48.3,164.1
232,천안,2018-12,-1.2,14.5,-15.2,25.8,183.9
232,천안,2019-01,-1.8,8.2,-13.2,.6,204.6
232,천안,2019-02,.4,13.4,-10.5,25.5,174
232,천안,2019-03,6.2,20.1,-5.1,26.9,161.1
232,천안,2019-04,10.7,27.9,-4.7,43.9,181.8
232,천안,2019-05,17.2,30.7,2.2,15.1,278.3
232,천안,2019-06,20.4,31.1,8.7,84.9,212.2
232,천안,2019-07,24.3,33.4,14.5,234.7,167
232,천안,2019-08,24.9,34.3,15,90.7,224
232,천안,2019-09,20.3,29.3,8.5,102.8,140
232,천안,2019-10,14,26.5,1.2,81.9,192
232,천안,2019-11,6.9,19.9,-5.1,120.6,168.3
232,천안,2019-12,.7,14,-11.4,18,153.3
232,천안,2020-01,1.3,13.7,-9.2,59.7,146.4
232,천안,2020-02,1.9,16,-13.2,63.1,168
232,천안,2020-03,6.8,22.2,-6.4,21.7,233.8
232,천안,2020-04,10.2,25.7,-2.5,15.1,285.7
232,천안,2020-05,17.4,29.1,6.7,86.4,207.4
232,천안,2020-06,22.6,32.9,11.5,121.9,196.3
232,천안,2020-07,22.8,30.6,16.7,356.4,101.1
232,천안,2020-08,26,34.1,20.5,481.7,119.8
232,천안,2020-09,19.6,30.3,9.8,167.2,165.2
232,천안,2020-10,12.2,24.2,-.9,18.9,214.2
232,천안,2020-11,7,20.6,-5.5,45.9,170.4
232,천안,2020-12,-1.1,11.4,-16,5.5,177
232,천안,2021-01,-2.8,13,-20.5,17.8,179.1
232,천안,2021-02,2.1,22.2,-11.7,9.2,189.2
232,천안,2021-03,8,23.2,-3.5,75.3,202.5
232,천안,2021-04,13,28.7,0,54.7,211.9
232,천안,2021-05,15.9,29.7,3,135.9,190.7
232,천안,2021-06,21.8,32,11.9,44.8,187.5
232,천안,2021-07,26.2,34.6,18.9,117.6,215.9
232,천안,2021-08,24.3,33.8,17.8,230,130.9
232,천안,2021-09,20.9,28.9,12.9,250.8,162.8
235,보령,2014-01,.7,11.7,-8.8,3.4,190
235,보령,2014-02,2.7,16.4,-7.5,20.5,152.3
235,보령,2014-03,6.9,21.8,-5.1,56.3,217.4
235,보령,2014-04,12.1,25.6,.1,70,224.5
235,보령,2014-05,16.6,29.1,4.2,47.1,274.1
235,보령,2014-06,21.7,28.2,16.2,125.8,229
235,보령,2014-07,24.5,33.8,18.7,104,158.2
235,보령,2014-08,23.8,32.4,18.4,168.5,134.5
235,보령,2014-09,21.2,29.9,14.3,152,219.1
235,보령,2014-10,15.6,27.7,3.2,156,239.3
235,보령,2014-11,9.3,19.4,-.5,39.9,170.6
235,보령,2014-12,0,11.1,-9.1,66.6,147.7
235,보령,2015-01,.8,11.6,-8.1,29.9,178.4
235,보령,2015-02,2,14,-9.7,23.4,160.4
